readName,readClass
m84074_240804_073425_s4/263458036/ccs,CTCR-P
m84074_240804_073425_s4/217517849/ccs,CTCR-P
m84074_240804_073425_s4/216601242/ccs,CTCR-P
m84074_240804_073425_s4/238358112/ccs,CTCR-P
m84074_240804_073425_s4/261100768/ccs,CTCR-P
m84074_240804_073425_s4/254940794/ccs,CTCR-P
m84074_240804_073425_s4/250547747/ccs,CTCR-P
m84074_240804_073425_s4/211161379/ccs,CTCR-P
m84074_240804_073425_s4/262802494/ccs,CTCR-P
m84074_240804_073425_s4/253169894/ccs,CTCR-P
m84074_240804_073425_s4/252777928/ccs,CTCR-P
m84074_240804_073425_s4/228333154/ccs,CTCR-P
m84074_240804_073425_s4/256316885/ccs,CTCR-P
m84074_240804_073425_s4/222695159/ccs,CTCR-P
m84074_240804_073425_s4/255463028/ccs,CTCR-P
m84074_240804_073425_s4/251663185/ccs,CTCR-P
m84074_240804_073425_s4/255987776/ccs,CTCR-P
m84074_240804_073425_s4/251465580/ccs,CTCR-P
m84074_240804_073425_s4/250678680/ccs,CTCR-P
m84074_240804_073425_s4/241177853/ccs,CTCR-P
m84074_240804_073425_s4/247927196/ccs,CTCR-P
m84074_240804_073425_s4/258741587/ccs,CTCR-P
m84074_240804_073425_s4/247403516/ccs,CTCR-P
m84074_240804_073425_s4/210964696/ccs,CTCR-P
m84074_240804_073425_s4/211947128/ccs,CTCR-P
m84074_240804_073425_s4/258543721/ccs,CTCR-P
m84074_240804_073425_s4/259003769/ccs,CTCR-P
m84074_240804_073425_s4/248450189/ccs,CTCR-P
m84074_240804_073425_s4/266015070/ccs,CTCR-P
m84074_240804_073425_s4/210964113/ccs,CTCR-P
m84074_240804_073425_s4/254283850/ccs,CTCR-P
m84074_240804_073425_s4/249500326/ccs,CTCR-P
m84074_240804_073425_s4/242882049/ccs,CTCR-P
m84074_240804_073425_s4/241505724/ccs,CTCR-P
m84074_240804_073425_s4/265096282/ccs,CTCR-P
m84074_240804_073425_s4/249761897/ccs,CTCR-P
m84074_240804_073425_s4/221516011/ccs,CTCR-P
m84074_240804_073425_s4/249695466/ccs,CTCR-P
m84074_240804_073425_s4/239210517/ccs,CTCR-P
m84074_240804_073425_s4/259462774/ccs,CTCR-P
m84074_240804_073425_s4/217910871/ccs,CTCR-P
m84074_240804_073425_s4/238228733/ccs,CTCR-P
m84074_240804_073425_s4/265096862/ccs,CTCR-P
m84074_240804_073425_s4/210964268/ccs,CTCR-P
m84074_240804_073425_s4/247403340/ccs,CTCR-P
m84074_240804_073425_s4/245174127/ccs,CTCR-P
m84074_240804_073425_s4/263589110/ccs,CTCR-P
m84074_240804_073425_s4/243731591/ccs,CTCR-P
m84074_240804_073425_s4/240913719/ccs,CTCR-P
m84074_240804_073425_s4/216796247/ccs,CTCR-P
m84074_240804_073425_s4/239013822/ccs,CTCR-P
m84074_240804_073425_s4/243078475/ccs,CTCR-P
m84074_240804_073425_s4/237965607/ccs,CTCR-P
m84074_240804_073425_s4/221843021/ccs,CTCR-P
m84074_240804_073425_s4/261821469/ccs,CTCR-P
m84074_240804_073425_s4/246617511/ccs,CTCR-P
m84074_240804_073425_s4/228791270/ccs,CTCR-P
m84074_240804_073425_s4/246812545/ccs,CTCR-P
m84074_240804_073425_s4/223089313/ccs,CTCR-P
m84074_240804_073425_s4/257036220/ccs,CTCR-P
m84074_240804_073425_s4/260380386/ccs,CTCR-P
m84074_240804_073425_s4/253892046/ccs,CTCR-P
m84074_240804_073425_s4/245502615/ccs,CTCR-P
m84074_240804_073425_s4/220860043/ccs,CTCR-P
m84074_240804_073425_s4/234098036/ccs,CTCR-P
m84074_240804_073425_s4/229052496/ccs,CTCR-P
m84074_240804_073425_s4/260969101/ccs,CTCR-P
m84074_240804_073425_s4/261821875/ccs,CTCR-P
m84074_240804_073425_s4/241112492/ccs,CTCR-P
m84074_240804_073425_s4/228265636/ccs,CTCR-P
m84074_240804_073425_s4/241111087/ccs,CTCR-P
m84074_240804_073425_s4/258217621/ccs,CTCR-P
m84074_240804_073425_s4/220599918/ccs,CTCR-P
m84074_240804_073425_s4/259330896/ccs,CTCR-P
m84074_240804_073425_s4/228921091/ccs,CTCR-P
m84074_240804_073425_s4/242683142/ccs,CTCR-P
m84074_240804_073425_s4/217912369/ccs,CTCR-P
m84074_240804_073425_s4/239930643/ccs,CTCR-P
m84074_240804_073425_s4/229182608/ccs,CTCR-P
m84074_240804_073425_s4/244387734/ccs,CTCR-P
m84074_240804_073425_s4/240784931/ccs,CTCR-P
m84074_240804_073425_s4/243208347/ccs,CTCR-P
m84074_240804_073425_s4/266670059/ccs,CTCR-P
m84074_240804_073425_s4/258674320/ccs,CTCR-P
m84074_240804_073425_s4/234558753/ccs,CTCR-P
m84074_240804_073425_s4/252186502/ccs,CTCR-P
m84074_240804_073425_s4/264311023/ccs,CTCR-P
m84074_240804_073425_s4/262804687/ccs,CTCR-P
m84074_240804_073425_s4/211686253/ccs,CTCR-P
m84074_240804_073425_s4/241438348/ccs,CTCR-P
m84074_240804_073425_s4/250418228/ccs,CTCR-P
m84074_240804_073425_s4/241570715/ccs,CTCR-P
m84074_240804_073425_s4/245176040/ccs,CTCR-P
m84074_240804_073425_s4/254546463/ccs,CTCR-P
m84074_240804_073425_s4/260116839/ccs,CTCR-P
m84074_240804_073425_s4/258346765/ccs,CTCR-P
m84074_240804_073425_s4/264703726/ccs,CTCR-P
m84074_240804_073425_s4/220467108/ccs,CTCR-P
m84074_240804_073425_s4/263263470/ccs,CTCR-P
m84074_240804_073425_s4/250287205/ccs,CTCR-P
m84074_240804_073425_s4/234230701/ccs,CTCR-P
m84074_240804_073425_s4/261362644/ccs,CTCR-P
m84074_240804_073425_s4/255595526/ccs,CTCR-P
m84074_240804_073425_s4/241701084/ccs,CTCR-P
m84074_240804_073425_s4/220466886/ccs,CTCR-P
m84074_240804_073425_s4/261230171/ccs,CTCR-P
m84074_240804_073425_s4/227742157/ccs,CTCR-P
m84074_240804_073425_s4/264572819/ccs,CTCR-P
m84074_240804_073425_s4/264573399/ccs,CTCR-P
m84074_240804_073425_s4/252842779/ccs,CTCR-P
m84074_240804_073425_s4/246551869/ccs,CTCR-P
m84074_240804_073425_s4/261623891/ccs,CTCR-P
m84074_240804_073425_s4/249957951/ccs,CTCR-P
m84074_240804_073425_s4/220597893/ccs,CTCR-P
m84074_240804_073425_s4/238686186/ccs,CTCR-P
m84074_240804_073425_s4/212276053/ccs,CTCR-P
m84074_240804_073425_s4/212340899/ccs,CTCR-P
m84074_240804_073425_s4/255004927/ccs,CTCR-P
m84074_240804_073425_s4/241505013/ccs,CTCR-P
m84074_240804_073425_s4/248321149/ccs,CTCR-P
m84074_240804_073425_s4/220140448/ccs,CTCR-P
m84074_240804_073425_s4/245502541/ccs,CTCR-P
m84074_240804_073425_s4/247469673/ccs,CTCR-P
m84074_240804_073425_s4/244453750/ccs,CTCR-P
m84074_240804_073425_s4/262737941/ccs,CTCR-P
m84074_240804_073425_s4/211424743/ccs,CTCR-P
m84074_240804_073425_s4/241700182/ccs,CTCR-P
m84074_240804_073425_s4/254088624/ccs,CTCR-P
m84074_240804_073425_s4/251597647/ccs,CTCR-P
m84074_240804_073425_s4/261360759/ccs,CTCR-P
m84074_240804_073425_s4/216468930/ccs,CTCR-P
m84074_240804_073425_s4/222170131/ccs,CTCR-P
m84074_240804_073425_s4/250548605/ccs,CTCR-P
m84074_240804_073425_s4/261034262/ccs,CTCR-P
m84074_240804_073425_s4/228855425/ccs,CTCR-P
m84074_240804_073425_s4/234427677/ccs,CTCR-P
m84074_240804_073425_s4/263064900/ccs,CTCR-P
m84074_240804_073425_s4/255595435/ccs,CTCR-P
m84074_240804_073425_s4/248779414/ccs,CTCR-P
m84074_240804_073425_s4/252907413/ccs,CTCR-P
m84074_240804_073425_s4/250809850/ccs,CTCR-P
m84074_240804_073425_s4/258216636/ccs,CTCR-P
m84074_240804_073425_s4/250549282/ccs,CTCR-P
m84074_240804_073425_s4/217517718/ccs,CTCR-P
m84074_240804_073425_s4/242355334/ccs,CTCR-P
m84074_240804_073425_s4/220075474/ccs,CTCR-P
m84074_240804_073425_s4/258935890/ccs,CTCR-P
m84074_240804_073425_s4/223351725/ccs,CTCR-P
m84074_240804_073425_s4/241177920/ccs,CTCR-P
m84074_240804_073425_s4/211031582/ccs,CTCR-P
m84074_240804_073425_s4/238162648/ccs,CTCR-P
m84074_240804_073425_s4/253170811/ccs,CTCR-P
m84074_240804_073425_s4/252909176/ccs,CTCR-P
m84074_240804_073425_s4/259788832/ccs,CTCR-P
m84074_240804_073425_s4/220991151/ccs,CTCR-P
m84074_240804_073425_s4/257102284/ccs,CTCR-P
m84074_240804_073425_s4/262608135/ccs,CTCR-P
m84074_240804_073425_s4/249761209/ccs,CTCR-P
m84074_240804_073425_s4/238883910/ccs,CTCR-P
m84074_240804_073425_s4/234099265/ccs,CTCR-P
m84074_240804_073425_s4/243798885/ccs,CTCR-P
m84074_240804_073425_s4/238687435/ccs,CTCR-P
m84074_240804_073425_s4/217649704/ccs,CTCR-P
m84074_240804_073425_s4/250090689/ccs,CTCR-P
m84074_240804_073425_s4/221123042/ccs,CTCR-P
m84074_240804_073425_s4/256577370/ccs,CTCR-P
m84074_240804_073425_s4/262474936/ccs,CTCR-P
m84074_240804_073425_s4/253760979/ccs,CTCR-P
m84074_240804_073425_s4/264246840/ccs,CTCR-P
m84074_240804_073425_s4/228201568/ccs,CTCR-P
m84074_240804_073425_s4/258872023/ccs,CTCR-P
m84074_240804_073425_s4/251924614/ccs,CTCR-P
m84074_240804_073425_s4/259722801/ccs,CTCR-P
m84074_240804_073425_s4/244519674/ccs,CTCR-P
m84074_240804_073425_s4/212013474/ccs,CTCR-P
m84074_240804_073425_s4/253039838/ccs,CTCR-P
m84074_240804_073425_s4/211621792/ccs,CTCR-P
m84074_240804_073425_s4/262148464/ccs,CTCR-P
m84074_240804_073425_s4/265162935/ccs,CTCR-P
m84074_240804_073425_s4/240193279/ccs,CTCR-P
m84074_240804_073425_s4/211685053/ccs,CTCR-P
m84074_240804_073425_s4/243404071/ccs,CTCR-P
m84074_240804_073425_s4/228726589/ccs,CTCR-P
m84074_240804_073425_s4/223415809/ccs,CTCR-P
m84074_240804_073425_s4/261690497/ccs,CTCR-P
m84074_240804_073425_s4/239471845/ccs,CTCR-P
m84074_240804_073425_s4/238752363/ccs,CTCR-P
m84074_240804_073425_s4/223349776/ccs,CTCR-P
m84074_240804_073425_s4/216993803/ccs,CTCR-P
m84074_240804_073425_s4/267652569/ccs,CTCR-P
m84074_240804_073425_s4/256577398/ccs,CTCR-P
m84074_240804_073425_s4/258674277/ccs,CTCR-P
m84074_240804_073425_s4/234821014/ccs,CTCR-P
m84074_240804_073425_s4/223415383/ccs,CTCR-P
m84074_240804_073425_s4/259657943/ccs,CTCR-P
m84074_240804_073425_s4/255594569/ccs,CTCR-P
m84074_240804_073425_s4/212013246/ccs,CTCR-P
m84074_240804_073425_s4/251137728/ccs,CTCR-P
m84074_240804_073425_s4/255659543/ccs,CTCR-P
m84074_240804_073425_s4/262933698/ccs,CTCR-P
m84074_240804_073425_s4/228331319/ccs,CTCR-P
m84074_240804_073425_s4/249171822/ccs,CTCR-P
m84074_240804_073425_s4/239079475/ccs,CTCR-P
m84074_240804_073425_s4/258215701/ccs,CTCR-P
m84074_240804_073425_s4/234361638/ccs,CTCR-P
m84074_240804_073425_s4/261362174/ccs,CTCR-P
m84074_240804_073425_s4/249827760/ccs,CTCR-P
m84074_240804_073425_s4/264572978/ccs,CTCR-P
m84074_240804_073425_s4/248122482/ccs,CTCR-P
m84074_240804_073425_s4/250418353/ccs,CTCR-P
m84074_240804_073425_s4/266998126/ccs,CTCR-P
m84074_240804_073425_s4/228003356/ccs,CTCR-P
m84074_240804_073425_s4/253563435/ccs,CTCR-P
m84074_240804_073425_s4/217059883/ccs,CTCR-P
m84074_240804_073425_s4/222104901/ccs,CTCR-P
m84074_240804_073425_s4/260902295/ccs,CTCR-P
m84074_240804_073425_s4/246747193/ccs,CTCR-P
m84074_240804_073425_s4/239932157/ccs,CTCR-P
m84074_240804_073425_s4/244454621/ccs,CTCR-P
m84074_240804_073425_s4/240654035/ccs,CTCR-P
m84074_240804_073425_s4/246419222/ccs,CTCR-P
m84074_240804_073425_s4/262541865/ccs,CTCR-P
m84074_240804_073425_s4/251663849/ccs,CTCR-P
m84074_240804_073425_s4/241833285/ccs,CTCR-P
m84074_240804_073425_s4/247075743/ccs,CTCR-P
m84074_240804_073425_s4/228529765/ccs,CTCR-P
m84074_240804_073425_s4/254219989/ccs,CTCR-P
m84074_240804_073425_s4/217781812/ccs,CTCR-P
m84074_240804_073425_s4/250416324/ccs,CTCR-P
m84074_240804_073425_s4/259066970/ccs,CTCR-P
m84074_240804_073425_s4/212145070/ccs,CTCR-P
m84074_240804_073425_s4/256381745/ccs,CTCR-P
m84074_240804_073425_s4/234100246/ccs,CTCR-P
m84074_240804_073425_s4/233706178/ccs,CTCR-P
m84074_240804_073425_s4/249040251/ccs,CTCR-P
m84074_240804_073425_s4/247532813/ccs,CTCR-P
m84074_240804_073425_s4/261035673/ccs,CTCR-P
m84074_240804_073425_s4/240522486/ccs,CTCR-P
m84074_240804_073425_s4/245175190/ccs,CTCR-P
m84074_240804_073425_s4/242945224/ccs,CTCR-P
m84074_240804_073425_s4/251202804/ccs,CTCR-P
m84074_240804_073425_s4/252187036/ccs,CTCR-P
m84074_240804_073425_s4/258542801/ccs,CTCR-P
m84074_240804_073425_s4/223221352/ccs,CTCR-P
m84074_240804_073425_s4/222891269/ccs,CTCR-P
m84074_240804_073425_s4/265818971/ccs,CTCR-P
m84074_240804_073425_s4/244585309/ccs,CTCR-P
m84074_240804_073425_s4/266866081/ccs,CTCR-P
m84074_240804_073425_s4/263590850/ccs,CTCR-P
m84074_240804_073425_s4/258608419/ccs,CTCR-P
m84074_240804_073425_s4/262804777/ccs,CTCR-P
m84074_240804_073425_s4/237965812/ccs,CTCR-P
m84074_240804_073425_s4/245501069/ccs,CTCR-P
m84074_240804_073425_s4/210768558/ccs,CTCR-P
m84074_240804_073425_s4/221844892/ccs,CTCR-P
m84074_240804_073425_s4/243797249/ccs,CTCR-P
m84074_240804_073425_s4/255595413/ccs,CTCR-P
m84074_240804_073425_s4/264115398/ccs,CTCR-P
m84074_240804_073425_s4/255201181/ccs,CTCR-P
m84074_240804_073425_s4/229118847/ccs,CTCR-P
m84074_240804_073425_s4/242093378/ccs,CTCR-P
m84074_240804_073425_s4/255661822/ccs,CTCR-P
m84074_240804_073425_s4/220139310/ccs,CTCR-P
m84074_240804_073425_s4/227545162/ccs,CTCR-P
m84074_240804_073425_s4/216994562/ccs,CTCR-P
m84074_240804_073425_s4/228331211/ccs,CTCR-P
m84074_240804_073425_s4/253038076/ccs,CTCR-P
m84074_240804_073425_s4/216927563/ccs,CTCR-P
m84074_240804_073425_s4/217124356/ccs,CTCR-P
m84074_240804_073425_s4/250417285/ccs,CTCR-P
m84074_240804_073425_s4/239866491/ccs,CTCR-P
m84074_240804_073425_s4/260706699/ccs,CTCR-P
m84074_240804_073425_s4/220925252/ccs,CTCR-P
m84074_240804_073425_s4/253234649/ccs,CTCR-P
m84074_240804_073425_s4/261688357/ccs,CTCR-P
m84074_240804_073425_s4/238488940/ccs,CTCR-P
m84074_240804_073425_s4/238752691/ccs,CTCR-P
m84074_240804_073425_s4/220730010/ccs,CTCR-P
m84074_240804_073425_s4/260377828/ccs,CTCR-P
m84074_240804_073425_s4/221843699/ccs,CTCR-P
m84074_240804_073425_s4/228135094/ccs,CTCR-P
m84074_240804_073425_s4/264048764/ccs,CTCR-P
m84074_240804_073425_s4/258281020/ccs,CTCR-P
m84074_240804_073425_s4/260248113/ccs,CTCR-P
m84074_240804_073425_s4/247205671/ccs,CTCR-P
m84074_240804_073425_s4/264901121/ccs,CTCR-P
m84074_240804_073425_s4/246289345/ccs,CTCR-P
m84074_240804_073425_s4/260380133/ccs,CTCR-P
m84074_240804_073425_s4/258673835/ccs,CTCR-P
m84074_240804_073425_s4/260575179/ccs,CTCR-P
m84074_240804_073425_s4/257559554/ccs,CTCR-P
m84074_240804_073425_s4/241175686/ccs,CTCR-P
m84074_240804_073425_s4/258545088/ccs,CTCR-P
m84074_240804_073425_s4/247073810/ccs,CTCR-P
m84074_240804_073425_s4/252120470/ccs,CTCR-P
m84074_240804_073425_s4/263983084/ccs,CTCR-P
m84074_240804_073425_s4/247533206/ccs,CTCR-P
m84074_240804_073425_s4/256512713/ccs,CTCR-P
m84074_240804_073425_s4/249762149/ccs,CTCR-P
m84074_240804_073425_s4/262870158/ccs,CTCR-P
m84074_240804_073425_s4/260575630/ccs,CTCR-P
m84074_240804_073425_s4/228594789/ccs,CTCR-P
m84074_240804_073425_s4/256775527/ccs,CTCR-P
m84074_240804_073425_s4/237834863/ccs,CTCR-P
m84074_240804_073425_s4/239998052/ccs,CTCR-P
m84074_240804_073425_s4/243339714/ccs,CTCR-P
m84074_240804_073425_s4/217517391/ccs,CTCR-P
m84074_240804_073425_s4/221318226/ccs,CTCR-P
m84074_240804_073425_s4/245108577/ccs,CTCR-P
m84074_240804_073425_s4/239275200/ccs,CTCR-P
m84074_240804_073425_s4/249238652/ccs,CTCR-P
m84074_240804_073425_s4/244061049/ccs,CTCR-P
m84074_240804_073425_s4/238948778/ccs,CTCR-P
m84074_240804_073425_s4/249368119/ccs,CTCR-P
m84074_240804_073425_s4/266079705/ccs,CTCR-P
m84074_240804_073425_s4/267128332/ccs,CTCR-P
m84074_240804_073425_s4/266734685/ccs,CTCR-P
m84074_240804_073425_s4/228660089/ccs,CTCR-P
m84074_240804_073425_s4/261427193/ccs,CTCR-P
m84074_240804_073425_s4/258414118/ccs,CTCR-P
m84074_240804_073425_s4/249697219/ccs,CTCR-P
m84074_240804_073425_s4/251728849/ccs,CTCR-P
m84074_240804_073425_s4/216468671/ccs,CTCR-P
m84074_240804_073425_s4/221711706/ccs,CTCR-P
m84074_240804_073425_s4/227740941/ccs,CTCR-P
m84074_240804_073425_s4/245568507/ccs,CTCR-P
m84074_240804_073425_s4/210900336/ccs,CTCR-P
m84074_240804_073425_s4/267193939/ccs,CTCR-P
m84074_240804_073425_s4/242683299/ccs,CTCR-P
m84074_240804_073425_s4/257758461/ccs,CTCR-P
m84074_240804_073425_s4/238818333/ccs,CTCR-P
m84074_240804_073425_s4/211818235/ccs,CTCR-P
m84074_240804_073425_s4/251661909/ccs,CTCR-P
m84074_240804_073425_s4/240849331/ccs,CTCR-P
m84074_240804_073425_s4/256316465/ccs,CTCR-P
m84074_240804_073425_s4/246222558/ccs,CTCR-P
m84074_240804_073425_s4/220270637/ccs,CTCR-P
m84074_240804_073425_s4/265227985/ccs,CTCR-P
m84074_240804_073425_s4/228529123/ccs,CTCR-P
m84074_240804_073425_s4/252450437/ccs,CTCR-P
m84074_240804_073425_s4/262541735/ccs,CTCR-P
m84074_240804_073425_s4/239864932/ccs,CTCR-P
m84074_240804_073425_s4/248058579/ccs,CTCR-P
m84074_240804_073425_s4/223023019/ccs,CTCR-P
m84074_240804_073425_s4/242882241/ccs,CTCR-P
m84074_240804_073425_s4/244452812/ccs,CTCR-P
m84074_240804_073425_s4/262608280/ccs,CTCR-P
m84074_240804_073425_s4/242486777/ccs,CTCR-P
m84074_240804_073425_s4/223022551/ccs,CTCR-P
m84074_240804_073425_s4/254545135/ccs,CTCR-P
m84074_240804_073425_s4/243273196/ccs,CTCR-P
m84074_240804_073425_s4/242423528/ccs,CTCR-P
m84074_240804_073425_s4/251598148/ccs,CTCR-P
m84074_240804_073425_s4/263656229/ccs,CTCR-P
m84074_240804_073425_s4/257232560/ccs,CTCR-P
m84074_240804_073425_s4/227939689/ccs,CTCR-P
m84074_240804_073425_s4/240587675/ccs,CTCR-P
m84074_240804_073425_s4/251989109/ccs,CTCR-P
m84074_240804_073425_s4/263654963/ccs,CTCR-P
m84074_240804_073425_s4/246813014/ccs,CTCR-P
m84074_240804_073425_s4/261756025/ccs,CTCR-P
m84074_240804_073425_s4/234296067/ccs,CTCR-P
m84074_240804_073425_s4/246812005/ccs,CTCR-P
m84074_240804_073425_s4/258150648/ccs,CTCR-P
m84074_240804_073425_s4/220335416/ccs,CTCR-P
m84074_240804_073425_s4/253430904/ccs,CTCR-P
m84074_240804_073425_s4/244059994/ccs,CTCR-P
m84074_240804_073425_s4/242618961/ccs,CTCR-P
m84074_240804_073425_s4/250286279/ccs,CTCR-P
m84074_240804_073425_s4/248319291/ccs,CTCR-P
m84074_240804_073425_s4/262083052/ccs,CTCR-P
m84074_240804_073425_s4/265098722/ccs,CTCR-P
m84074_240804_073425_s4/258215761/ccs,CTCR-P
m84074_240804_073425_s4/246419218/ccs,CTCR-P
m84074_240804_073425_s4/238032377/ccs,CTCR-P
m84074_240804_073425_s4/250482156/ccs,CTCR-P
m84074_240804_073425_s4/242552895/ccs,CTCR-P
m84074_240804_073425_s4/245306338/ccs,CTCR-P
m84074_240804_073425_s4/257232405/ccs,CTCR-P
m84074_240804_073425_s4/239276888/ccs,CTCR-P
m84074_240804_073425_s4/237638468/ccs,CTCR-P
m84074_240804_073425_s4/256708277/ccs,CTCR-P
m84074_240804_073425_s4/255791181/ccs,CTCR-P
m84074_240804_073425_s4/257888916/ccs,CTCR-P
m84074_240804_073425_s4/248517569/ccs,CTCR-P
m84074_240804_073425_s4/240915307/ccs,CTCR-P
m84074_240804_073425_s4/239210335/ccs,CTCR-P
m84074_240804_073425_s4/262999841/ccs,CTCR-P
m84074_240804_073425_s4/249499246/ccs,CTCR-P
m84074_240804_073425_s4/233969126/ccs,CTCR-P
m84074_240804_073425_s4/263131632/ccs,CTCR-P
m84074_240804_073425_s4/241438720/ccs,CTCR-P
m84074_240804_073425_s4/217846100/ccs,CTCR-P
m84074_240804_073425_s4/244847379/ccs,CTCR-P
m84074_240804_073425_s4/248384550/ccs,CTCR-P
m84074_240804_073425_s4/264703596/ccs,CTCR-P
m84074_240804_073425_s4/257887492/ccs,CTCR-P
m84074_240804_073425_s4/241634895/ccs,CTCR-P
m84074_240804_073425_s4/266080178/ccs,CTCR-P
m84074_240804_073425_s4/240785060/ccs,CTCR-P
m84074_240804_073425_s4/263525970/ccs,CTCR-P
m84074_240804_073425_s4/241505744/ccs,CTCR-P
m84074_240804_073425_s4/234821429/ccs,CTCR-P
m84074_240804_073425_s4/240260604/ccs,CTCR-P
m84074_240804_073425_s4/249565071/ccs,CTCR-P
m84074_240804_073425_s4/221056527/ccs,CTCR-P
m84074_240804_073425_s4/228200891/ccs,CTCR-P
m84074_240804_073425_s4/234166056/ccs,CTCR-P
m84074_240804_073425_s4/256249918/ccs,CTCR-P
m84074_240804_073425_s4/217714348/ccs,CTCR-P
m84074_240804_073425_s4/234295163/ccs,CTCR-P
m84074_240804_073425_s4/227873554/ccs,CTCR-P
m84074_240804_073425_s4/241374279/ccs,CTCR-P
m84074_240804_073425_s4/228658532/ccs,CTCR-P
m84074_240804_073425_s4/256382651/ccs,CTCR-P
m84074_240804_073425_s4/240522014/ccs,CTCR-P
m84074_240804_073425_s4/217126602/ccs,CTCR-P
m84074_240804_073425_s4/261623608/ccs,CTCR-P
m84074_240804_073425_s4/256906658/ccs,CTCR-P
m84074_240804_073425_s4/228726149/ccs,CTCR-P
m84074_240804_073425_s4/251268911/ccs,CTCR-P
m84074_240804_073425_s4/246551785/ccs,CTCR-P
m84074_240804_073425_s4/248321530/ccs,CTCR-P
m84074_240804_073425_s4/253627568/ccs,CTCR-P
m84074_240804_073425_s4/267456067/ccs,CTCR-P
m84074_240804_073425_s4/239276550/ccs,CTCR-P
m84074_240804_073425_s4/243537671/ccs,CTCR-P
m84074_240804_073425_s4/240324124/ccs,CTCR-P
m84074_240804_073425_s4/262672096/ccs,CTCR-P
m84074_240804_073425_s4/258216124/ccs,CTCR-P
m84074_240804_073425_s4/217976994/ccs,CTCR-P
m84074_240804_073425_s4/253826444/ccs,CTCR-P
m84074_240804_073425_s4/229185376/ccs,CTCR-P
m84074_240804_073425_s4/254349359/ccs,CTCR-P
m84074_240804_073425_s4/262411691/ccs,CTCR-P
m84074_240804_073425_s4/251139121/ccs,CTCR-P
m84074_240804_073425_s4/255070271/ccs,CTCR-P
m84074_240804_073425_s4/246812604/ccs,CTCR-P
m84074_240804_073425_s4/221516918/ccs,CTCR-P
m84074_240804_073425_s4/253367426/ccs,CTCR-P
m84074_240804_073425_s4/241898336/ccs,CTCR-P
m84074_240804_073425_s4/249236913/ccs,CTCR-P
m84074_240804_073425_s4/246878429/ccs,CTCR-P
m84074_240804_073425_s4/253300688/ccs,CTCR-P
m84074_240804_073425_s4/237833612/ccs,CTCR-P
m84074_240804_073425_s4/263001674/ccs,CTCR-P
m84074_240804_073425_s4/250088933/ccs,CTCR-P
m84074_240804_073425_s4/256904226/ccs,CTCR-P
m84074_240804_073425_s4/248320508/ccs,CTCR-P
m84074_240804_073425_s4/249959485/ccs,CTCR-P
m84074_240804_073425_s4/247729897/ccs,CTCR-P
m84074_240804_073425_s4/259658018/ccs,CTCR-P
m84074_240804_073425_s4/222171404/ccs,CTCR-P
m84074_240804_073425_s4/255921509/ccs,CTCR-P
m84074_240804_073425_s4/228986856/ccs,CTCR-P
m84074_240804_073425_s4/237965260/ccs,CTCR-P
m84074_240804_073425_s4/221122504/ccs,CTCR-P
m84074_240804_073425_s4/246222792/ccs,CTCR-P
m84074_240804_073425_s4/222172547/ccs,CTCR-P
m84074_240804_073425_s4/238161158/ccs,CTCR-P
m84074_240804_073425_s4/238750835/ccs,CTCR-P
m84074_240804_073425_s4/220927590/ccs,CTCR-P
m84074_240804_073425_s4/266604778/ccs,CTCR-P
m84074_240804_073425_s4/227938781/ccs,CTCR-P
m84074_240804_073425_s4/253628901/ccs,CTCR-P
m84074_240804_073425_s4/246355224/ccs,CTCR-P
m84074_240804_073425_s4/241504597/ccs,CTCR-P
m84074_240804_073425_s4/243077717/ccs,CTCR-P
m84074_240804_073425_s4/237704537/ccs,CTCR-P
m84074_240804_073425_s4/221713196/ccs,CTCR-P
m84074_240804_073425_s4/240915001/ccs,CTCR-P
m84074_240804_073425_s4/240915861/ccs,CTCR-P
m84074_240804_073425_s4/229052404/ccs,CTCR-P
m84074_240804_073425_s4/240587033/ccs,CTCR-P
m84074_240804_073425_s4/251726957/ccs,CTCR-P
m84074_240804_073425_s4/251858618/ccs,CTCR-P
m84074_240804_073425_s4/238753098/ccs,CTCR-P
m84074_240804_073425_s4/258609330/ccs,CTCR-P
m84074_240804_073425_s4/247926560/ccs,CTCR-P
m84074_240804_073425_s4/258412684/ccs,CTCR-P
m84074_240804_073425_s4/222369137/ccs,CTCR-P
m84074_240804_073425_s4/258282241/ccs,CTCR-P
m84074_240804_073425_s4/260968922/ccs,CTCR-P
m84074_240804_073425_s4/261098746/ccs,CTCR-P
m84074_240804_073425_s4/260904443/ccs,CTCR-P
m84074_240804_073425_s4/267981323/ccs,CTCR-P
m84074_240804_073425_s4/237639341/ccs,CTCR-P
m84074_240804_073425_s4/228200076/ccs,CTCR-P
m84074_240804_073425_s4/259134451/ccs,CTCR-P
m84074_240804_073425_s4/249500580/ccs,CTCR-P
m84074_240804_073425_s4/252646448/ccs,CTCR-P
m84074_240804_073425_s4/267063636/ccs,CTCR-P
m84074_240804_073425_s4/237637358/ccs,CTCR-P
m84074_240804_073425_s4/234032665/ccs,CTCR-P
m84074_240804_073425_s4/251137105/ccs,CTCR-P
m84074_240804_073425_s4/261230701/ccs,CTCR-P
m84074_240804_073425_s4/247075874/ccs,CTCR-P
m84074_240804_073425_s4/260181778/ccs,CTCR-P
m84074_240804_073425_s4/216994040/ccs,CTCR-P
