readName,readClass
m84074_240804_073425_s4/255396903/ccs,CTCR-P
m84074_240804_073425_s4/216665851/ccs,CTCR-P
m84074_240804_073425_s4/220466548/ccs,CTCR-P
m84074_240804_073425_s4/237506755/ccs,CTCR-P
m84074_240804_073425_s4/250615330/ccs,CTCR-P
m84074_240804_073425_s4/221712325/ccs,CTCR-P
m84074_240804_073425_s4/247467947/ccs,CTCR-P
m84074_240804_073425_s4/255070768/ccs,CTCR-P
m84074_240804_073425_s4/222303780/ccs,CTCR-P
m84074_240804_073425_s4/252515840/ccs,CTCR-P
m84074_240804_073425_s4/217716272/ccs,CTCR-P
m84074_240804_073425_s4/229054132/ccs,CTCR-P
m84074_240804_073425_s4/246747070/ccs,CTCR-P
m84074_240804_073425_s4/243010799/ccs,CTCR-P
m84074_240804_073425_s4/237639354/ccs,CTCR-P
m84074_240804_073425_s4/265358781/ccs,CTCR-P
m84074_240804_073425_s4/223153793/ccs,CTCR-P
m84074_240804_073425_s4/256709222/ccs,CTCR-P
m84074_240804_073425_s4/257298368/ccs,CTCR-P
m84074_240804_073425_s4/265229147/ccs,CTCR-P
m84074_240804_073425_s4/265229287/ccs,CTCR-P
m84074_240804_073425_s4/234492879/ccs,CTCR-P
m84074_240804_073425_s4/234229155/ccs,CTCR-P
m84074_240804_073425_s4/253365440/ccs,CTCR-P
m84074_240804_073425_s4/228070597/ccs,CTCR-P
m84074_240804_073425_s4/217322479/ccs,CTCR-P
m84074_240804_073425_s4/249042102/ccs,CTCR-P
m84074_240804_073425_s4/252841251/ccs,CTCR-P
m84074_240804_073425_s4/216599620/ccs,CTCR-P
m84074_240804_073425_s4/239472122/ccs,CTCR-P
m84074_240804_073425_s4/228789670/ccs,CTCR-P
m84074_240804_073425_s4/234164529/ccs,CTCR-P
m84074_240804_073425_s4/267849193/ccs,CTCR-P
m84074_240804_073425_s4/252056785/ccs,CTCR-P
m84074_240804_073425_s4/220663633/ccs,CTCR-P
m84074_240804_073425_s4/256445499/ccs,CTCR-P
m84074_240804_073425_s4/251923932/ccs,CTCR-P
m84074_240804_073425_s4/259723362/ccs,CTCR-P
m84074_240804_073425_s4/255988454/ccs,CTCR-P
m84074_240804_073425_s4/253955457/ccs,CTCR-P
m84074_240804_073425_s4/228593682/ccs,CTCR-P
m84074_240804_073425_s4/252906711/ccs,CTCR-P
m84074_240804_073425_s4/234099879/ccs,CTCR-P
m84074_240804_073425_s4/233968561/ccs,CTCR-P
m84074_240804_073425_s4/261362275/ccs,CTCR-P
m84074_240804_073425_s4/257102895/ccs,CTCR-P
m84074_240804_073425_s4/242095428/ccs,CTCR-P
m84074_240804_073425_s4/262606539/ccs,CTCR-P
m84074_240804_073425_s4/216338575/ccs,CTCR-P
m84074_240804_073425_s4/265030976/ccs,CTCR-P
m84074_240804_073425_s4/222302011/ccs,CTCR-P
m84074_240804_073425_s4/220796467/ccs,CTCR-P
m84074_240804_073425_s4/257364109/ccs,CTCR-P
m84074_240804_073425_s4/255071719/ccs,CTCR-P
m84074_240804_073425_s4/241766417/ccs,CTCR-P
m84074_240804_073425_s4/263851587/ccs,CTCR-P
m84074_240804_073425_s4/228527867/ccs,CTCR-P
m84074_240804_073425_s4/244518411/ccs,CTCR-P
m84074_240804_073425_s4/239340830/ccs,CTCR-P
m84074_240804_073425_s4/247074209/ccs,CTCR-P
m84074_240804_073425_s4/251794203/ccs,CTCR-P
m84074_240804_073425_s4/220401158/ccs,CTCR-P
m84074_240804_073425_s4/245765650/ccs,CTCR-P
m84074_240804_073425_s4/243339786/ccs,CTCR-P
m84074_240804_073425_s4/238556939/ccs,CTCR-P
m84074_240804_073425_s4/254153350/ccs,CTCR-P
m84074_240804_073425_s4/263459385/ccs,CTCR-P
m84074_240804_073425_s4/248451691/ccs,CTCR-P
m84074_240804_073425_s4/265032547/ccs,CTCR-P
m84074_240804_073425_s4/237833381/ccs,CTCR-P
m84074_240804_073425_s4/259658920/ccs,CTCR-P
m84074_240804_073425_s4/262542547/ccs,CTCR-P
m84074_240804_073425_s4/223547067/ccs,CTCR-P
m84074_240804_073425_s4/244321877/ccs,CTCR-P
m84074_240804_073425_s4/249369237/ccs,CTCR-P
m84074_240804_073425_s4/212143124/ccs,CTCR-P
m84074_240804_073425_s4/240719580/ccs,CTCR-P
m84074_240804_073425_s4/253760898/ccs,CTCR-P
m84074_240804_073425_s4/248122841/ccs,CTCR-P
m84074_240804_073425_s4/228790440/ccs,CTCR-P
m84074_240804_073425_s4/244781887/ccs,CTCR-P
m84074_240804_073425_s4/246486089/ccs,CTCR-P
m84074_240804_073425_s4/244911780/ccs,CTCR-P
m84074_240804_073425_s4/220141209/ccs,CTCR-P
m84074_240804_073425_s4/251465676/ccs,CTCR-P
m84074_240804_073425_s4/250156094/ccs,CTCR-P
m84074_240804_073425_s4/240978986/ccs,CTCR-P
m84074_240804_073425_s4/221582439/ccs,CTCR-P
m84074_240804_073425_s4/242028955/ccs,CTCR-P
m84074_240804_073425_s4/251071686/ccs,CTCR-P
m84074_240804_073425_s4/212208902/ccs,CTCR-P
m84074_240804_073425_s4/237571574/ccs,CTCR-P
m84074_240804_073425_s4/251006988/ccs,CTCR-P
m84074_240804_073425_s4/244388306/ccs,CTCR-P
m84074_240804_073425_s4/254217462/ccs,CTCR-P
m84074_240804_073425_s4/259854934/ccs,CTCR-P
m84074_240804_073425_s4/252842411/ccs,CTCR-P
m84074_240804_073425_s4/245894435/ccs,CTCR-P
m84074_240804_073425_s4/264966643/ccs,CTCR-P
m84074_240804_073425_s4/233706691/ccs,CTCR-P
m84074_240804_073425_s4/262345952/ccs,CTCR-P
m84074_240804_073425_s4/257888610/ccs,CTCR-P
m84074_240804_073425_s4/248516975/ccs,CTCR-P
m84074_240804_073425_s4/242487916/ccs,CTCR-P
m84074_240804_073425_s4/228134726/ccs,CTCR-P
m84074_240804_073425_s4/253562870/ccs,CTCR-P
m84074_240804_073425_s4/247270533/ccs,CTCR-P
m84074_240804_073425_s4/241570708/ccs,CTCR-P
m84074_240804_073425_s4/251989777/ccs,CTCR-P
m84074_240804_073425_s4/267194028/ccs,CTCR-P
m84074_240804_073425_s4/260313442/ccs,CTCR-P
m84074_240804_073425_s4/221516847/ccs,CTCR-P
m84074_240804_073425_s4/259069128/ccs,CTCR-P
m84074_240804_073425_s4/243406312/ccs,CTCR-P
m84074_240804_073425_s4/234428294/ccs,CTCR-P
m84074_240804_073425_s4/223220895/ccs,CTCR-P
m84074_240804_073425_s4/244846537/ccs,CTCR-P
m84074_240804_073425_s4/228792038/ccs,CTCR-P
m84074_240804_073425_s4/239211215/ccs,CTCR-P
m84074_240804_073425_s4/253891299/ccs,CTCR-P
m84074_240804_073425_s4/221385978/ccs,CTCR-P
m84074_240804_073425_s4/238426002/ccs,CTCR-P
m84074_240804_073425_s4/241373297/ccs,CTCR-P
m84074_240804_073425_s4/258345991/ccs,CTCR-P
m84074_240804_073425_s4/254088620/ccs,CTCR-P
m84074_240804_073425_s4/254873260/ccs,CTCR-P
m84074_240804_073425_s4/220663417/ccs,CTCR-P
m84074_240804_073425_s4/249303611/ccs,CTCR-P
m84074_240804_073425_s4/221777277/ccs,CTCR-P
m84074_240804_073425_s4/251203199/ccs,CTCR-P
m84074_240804_073425_s4/266015191/ccs,CTCR-P
m84074_240804_073425_s4/241112299/ccs,CTCR-P
m84074_240804_073425_s4/250679821/ccs,CTCR-P
m84074_240804_073425_s4/222500281/ccs,CTCR-P
m84074_240804_073425_s4/249302586/ccs,CTCR-P
m84074_240804_073425_s4/237900542/ccs,CTCR-P
m84074_240804_073425_s4/250547383/ccs,CTCR-P
m84074_240804_073425_s4/244650882/ccs,CTCR-P
m84074_240804_073425_s4/228987305/ccs,CTCR-P
m84074_240804_073425_s4/255856247/ccs,CTCR-P
m84074_240804_073425_s4/249500349/ccs,CTCR-P
m84074_240804_073425_s4/242619339/ccs,CTCR-P
m84074_240804_073425_s4/248582394/ccs,CTCR-P
m84074_240804_073425_s4/212078460/ccs,CTCR-P
m84074_240804_073425_s4/247008346/ccs,CTCR-P
m84074_240804_073425_s4/242159791/ccs,CTCR-P
m84074_240804_073425_s4/241439007/ccs,CTCR-P
m84074_240804_073425_s4/247011001/ccs,CTCR-P
m84074_240804_073425_s4/261820902/ccs,CTCR-P
m84074_240804_073425_s4/222039801/ccs,CTCR-P
m84074_240804_073425_s4/233835634/ccs,CTCR-P
m84074_240804_073425_s4/254283952/ccs,CTCR-P
m84074_240804_073425_s4/238883127/ccs,CTCR-P
m84074_240804_073425_s4/220335835/ccs,CTCR-P
m84074_240804_073425_s4/212208956/ccs,CTCR-P
m84074_240804_073425_s4/212471229/ccs,CTCR-P
m84074_240804_073425_s4/256249991/ccs,CTCR-P
m84074_240804_073425_s4/264115081/ccs,CTCR-P
m84074_240804_073425_s4/218043646/ccs,CTCR-P
m84074_240804_073425_s4/238293249/ccs,CTCR-P
m84074_240804_073425_s4/253892106/ccs,CTCR-P
m84074_240804_073425_s4/255530537/ccs,CTCR-P
m84074_240804_073425_s4/263918851/ccs,CTCR-P
m84074_240804_073425_s4/220468574/ccs,CTCR-P
m84074_240804_073425_s4/242552386/ccs,CTCR-P
m84074_240804_073425_s4/256186010/ccs,CTCR-P
m84074_240804_073425_s4/228265585/ccs,CTCR-P
m84074_240804_073425_s4/210834012/ccs,CTCR-P
m84074_240804_073425_s4/248976198/ccs,CTCR-P
m84074_240804_073425_s4/244717218/ccs,CTCR-P
m84074_240804_073425_s4/217650961/ccs,CTCR-P
m84074_240804_073425_s4/257495741/ccs,CTCR-P
m84074_240804_073425_s4/261557767/ccs,CTCR-P
m84074_240804_073425_s4/245238908/ccs,CTCR-P
m84074_240804_073425_s4/247860857/ccs,CTCR-P
m84074_240804_073425_s4/256446786/ccs,CTCR-P
m84074_240804_073425_s4/239275738/ccs,CTCR-P
m84074_240804_073425_s4/265621517/ccs,CTCR-P
m84074_240804_073425_s4/216469387/ccs,CTCR-P
m84074_240804_073425_s4/252450080/ccs,CTCR-P
m84074_240804_073425_s4/248649159/ccs,CTCR-P
m84074_240804_073425_s4/242159869/ccs,CTCR-P
m84074_240804_073425_s4/216405579/ccs,CTCR-P
m84074_240804_073425_s4/261297267/ccs,CTCR-P
m84074_240804_073425_s4/262541371/ccs,CTCR-P
m84074_240804_073425_s4/244912413/ccs,CTCR-P
m84074_240804_073425_s4/243143386/ccs,CTCR-P
m84074_240804_073425_s4/222172880/ccs,CTCR-P
m84074_240804_073425_s4/233903048/ccs,CTCR-P
m84074_240804_073425_s4/255593723/ccs,CTCR-P
m84074_240804_073425_s4/264769362/ccs,CTCR-P
m84074_240804_073425_s4/251531948/ccs,CTCR-P
m84074_240804_073425_s4/245306454/ccs,CTCR-P
m84074_240804_073425_s4/260508845/ccs,CTCR-P
m84074_240804_073425_s4/242684924/ccs,CTCR-P
m84074_240804_073425_s4/211293619/ccs,CTCR-P
m84074_240804_073425_s4/259919888/ccs,CTCR-P
m84074_240804_073425_s4/258412938/ccs,CTCR-P
m84074_240804_073425_s4/217060450/ccs,CTCR-P
m84074_240804_073425_s4/256119754/ccs,CTCR-P
m84074_240804_073425_s4/237899332/ccs,CTCR-P
m84074_240804_073425_s4/251532218/ccs,CTCR-P
m84074_240804_073425_s4/251663328/ccs,CTCR-P
m84074_240804_073425_s4/217191150/ccs,CTCR-P
m84074_240804_073425_s4/252120773/ccs,CTCR-P
m84074_240804_073425_s4/255725739/ccs,CTCR-P
m84074_240804_073425_s4/221450917/ccs,CTCR-P
m84074_240804_073425_s4/216863980/ccs,CTCR-P
m84074_240804_073425_s4/265229586/ccs,CTCR-P
m84074_240804_073425_s4/249107343/ccs,CTCR-P
m84074_240804_073425_s4/253497225/ccs,CTCR-P
m84074_240804_073425_s4/247600060/ccs,CTCR-P
m84074_240804_073425_s4/246484274/ccs,CTCR-P
m84074_240804_073425_s4/239209498/ccs,CTCR-P
m84074_240804_073425_s4/258084213/ccs,CTCR-P
m84074_240804_073425_s4/265556092/ccs,CTCR-P
m84074_240804_073425_s4/228330636/ccs,CTCR-P
m84074_240804_073425_s4/221778157/ccs,CTCR-P
m84074_240804_073425_s4/228004277/ccs,CTCR-P
m84074_240804_073425_s4/223022763/ccs,CTCR-P
m84074_240804_073425_s4/241964284/ccs,CTCR-P
m84074_240804_073425_s4/268046414/ccs,CTCR-P
m84074_240804_073425_s4/240129195/ccs,CTCR-P
m84074_240804_073425_s4/249762864/ccs,CTCR-P
m84074_240804_073425_s4/223153557/ccs,CTCR-P
m84074_240804_073425_s4/242029776/ccs,CTCR-P
m84074_240804_073425_s4/251334363/ccs,CTCR-P
m84074_240804_073425_s4/240455003/ccs,CTCR-P
m84074_240804_073425_s4/243142133/ccs,CTCR-P
m84074_240804_073425_s4/241046493/ccs,CTCR-P
m84074_240804_073425_s4/221255421/ccs,CTCR-P
m84074_240804_073425_s4/263524923/ccs,CTCR-P
m84074_240804_073425_s4/263655323/ccs,CTCR-P
m84074_240804_073425_s4/217910648/ccs,CTCR-P
m84074_240804_073425_s4/210898106/ccs,CTCR-P
m84074_240804_073425_s4/261164185/ccs,CTCR-P
m84074_240804_073425_s4/252186681/ccs,CTCR-P
m84074_240804_073425_s4/247403944/ccs,CTCR-P
m84074_240804_073425_s4/242487590/ccs,CTCR-P
m84074_240804_073425_s4/240390191/ccs,CTCR-P
m84074_240804_073425_s4/260247879/ccs,CTCR-P
m84074_240804_073425_s4/241767898/ccs,CTCR-P
m84074_240804_073425_s4/258935958/ccs,CTCR-P
m84074_240804_073425_s4/223546775/ccs,CTCR-P
m84074_240804_073425_s4/251991087/ccs,CTCR-P
m84074_240804_073425_s4/264703866/ccs,CTCR-P
m84074_240804_073425_s4/223548924/ccs,CTCR-P
m84074_240804_073425_s4/242946854/ccs,CTCR-P
m84074_240804_073425_s4/245895294/ccs,CTCR-P
m84074_240804_073425_s4/259985043/ccs,CTCR-P
m84074_240804_073425_s4/261297801/ccs,CTCR-P
m84074_240804_073425_s4/255660246/ccs,CTCR-P
m84074_240804_073425_s4/255594357/ccs,CTCR-P
m84074_240804_073425_s4/262018436/ccs,CTCR-P
m84074_240804_073425_s4/217452435/ccs,CTCR-P
m84074_240804_073425_s4/221451546/ccs,CTCR-P
m84074_240804_073425_s4/259722302/ccs,CTCR-P
m84074_240804_073425_s4/252972862/ccs,CTCR-P
m84074_240804_073425_s4/264180400/ccs,CTCR-P
m84074_240804_073425_s4/254678280/ccs,CTCR-P
m84074_240804_073425_s4/228854788/ccs,CTCR-P
m84074_240804_073425_s4/256249125/ccs,CTCR-P
m84074_240804_073425_s4/246943150/ccs,CTCR-P
m84074_240804_073425_s4/221582289/ccs,CTCR-P
m84074_240804_073425_s4/211883787/ccs,CTCR-P
m84074_240804_073425_s4/211422653/ccs,CTCR-P
m84074_240804_073425_s4/239145878/ccs,CTCR-P
m84074_240804_073425_s4/247467098/ccs,CTCR-P
m84074_240804_073425_s4/249826710/ccs,CTCR-P
m84074_240804_073425_s4/245569265/ccs,CTCR-P
m84074_240804_073425_s4/246157035/ccs,CTCR-P
m84074_240804_073425_s4/246550209/ccs,CTCR-P
m84074_240804_073425_s4/234361080/ccs,CTCR-P
m84074_240804_073425_s4/239734285/ccs,CTCR-P
m84074_240804_073425_s4/253300884/ccs,CTCR-P
m84074_240804_073425_s4/267850609/ccs,CTCR-P
m84074_240804_073425_s4/250091218/ccs,CTCR-P
m84074_240804_073425_s4/217715260/ccs,CTCR-P
m84074_240804_073425_s4/244649820/ccs,CTCR-P
m84074_240804_073425_s4/257758160/ccs,CTCR-P
m84074_240804_073425_s4/251532852/ccs,CTCR-P
m84074_240804_073425_s4/250285346/ccs,CTCR-P
m84074_240804_073425_s4/222630470/ccs,CTCR-P
m84074_240804_073425_s4/264769769/ccs,CTCR-P
m84074_240804_073425_s4/241635576/ccs,CTCR-P
m84074_240804_073425_s4/254940821/ccs,CTCR-P
m84074_240804_073425_s4/238425330/ccs,CTCR-P
m84074_240804_073425_s4/255921261/ccs,CTCR-P
m84074_240804_073425_s4/248911412/ccs,CTCR-P
m84074_240804_073425_s4/254088863/ccs,CTCR-P
m84074_240804_073425_s4/252580973/ccs,CTCR-P
m84074_240804_073425_s4/248909605/ccs,CTCR-P
m84074_240804_073425_s4/264377672/ccs,CTCR-P
m84074_240804_073425_s4/263656240/ccs,CTCR-P
m84074_240804_073425_s4/239603691/ccs,CTCR-P
m84074_240804_073425_s4/261296515/ccs,CTCR-P
m84074_240804_073425_s4/223611922/ccs,CTCR-P
m84074_240804_073425_s4/245110346/ccs,CTCR-P
m84074_240804_073425_s4/267456115/ccs,CTCR-P
m84074_240804_073425_s4/220859979/ccs,CTCR-P
m84074_240804_073425_s4/239144764/ccs,CTCR-P
m84074_240804_073425_s4/247205455/ccs,CTCR-P
m84074_240804_073425_s4/211488492/ccs,CTCR-P
m84074_240804_073425_s4/222827811/ccs,CTCR-P
m84074_240804_073425_s4/261557691/ccs,CTCR-P
m84074_240804_073425_s4/241504922/ccs,CTCR-P
m84074_240804_073425_s4/249173230/ccs,CTCR-P
m84074_240804_073425_s4/250548569/ccs,CTCR-P
m84074_240804_073425_s4/255528413/ccs,CTCR-P
m84074_240804_073425_s4/220269618/ccs,CTCR-P
m84074_240804_073425_s4/256054193/ccs,CTCR-P
m84074_240804_073425_s4/240716925/ccs,CTCR-P
m84074_240804_073425_s4/220598526/ccs,CTCR-P
m84074_240804_073425_s4/264704683/ccs,CTCR-P
m84074_240804_073425_s4/262213006/ccs,CTCR-P
m84074_240804_073425_s4/227611909/ccs,CTCR-P
m84074_240804_073425_s4/240326510/ccs,CTCR-P
m84074_240804_073425_s4/229051832/ccs,CTCR-P
m84074_240804_073425_s4/249828374/ccs,CTCR-P
m84074_240804_073425_s4/217584866/ccs,CTCR-P
m84074_240804_073425_s4/228331971/ccs,CTCR-P
m84074_240804_073425_s4/251926426/ccs,CTCR-P
m84074_240804_073425_s4/259200294/ccs,CTCR-P
m84074_240804_073425_s4/242750709/ccs,CTCR-P
m84074_240804_073425_s4/247926084/ccs,CTCR-P
m84074_240804_073425_s4/255923003/ccs,CTCR-P
m84074_240804_073425_s4/228396454/ccs,CTCR-P
m84074_240804_073425_s4/257559624/ccs,CTCR-P
m84074_240804_073425_s4/220663496/ccs,CTCR-P
m84074_240804_073425_s4/240585954/ccs,CTCR-P
m84074_240804_073425_s4/256511546/ccs,CTCR-P
m84074_240804_073425_s4/249236574/ccs,CTCR-P
m84074_240804_073425_s4/251533214/ccs,CTCR-P
m84074_240804_073425_s4/244584789/ccs,CTCR-P
m84074_240804_073425_s4/223089882/ccs,CTCR-P
m84074_240804_073425_s4/248320037/ccs,CTCR-P
m84074_240804_073425_s4/211620849/ccs,CTCR-P
m84074_240804_073425_s4/241636316/ccs,CTCR-P
m84074_240804_073425_s4/216600085/ccs,CTCR-P
m84074_240804_073425_s4/249434710/ccs,CTCR-P
m84074_240804_073425_s4/244256819/ccs,CTCR-P
m84074_240804_073425_s4/241831683/ccs,CTCR-P
m84074_240804_073425_s4/210900726/ccs,CTCR-P
m84074_240804_073425_s4/211227225/ccs,CTCR-P
m84074_240804_073425_s4/250483548/ccs,CTCR-P
m84074_240804_073425_s4/221713659/ccs,CTCR-P
m84074_240804_073425_s4/264771069/ccs,CTCR-P
m84074_240804_073425_s4/253300519/ccs,CTCR-P
m84074_240804_073425_s4/211620358/ccs,CTCR-P
m84074_240804_073425_s4/267717844/ccs,CTCR-P
m84074_240804_073425_s4/255988689/ccs,CTCR-P
m84074_240804_073425_s4/246157564/ccs,CTCR-P
m84074_240804_073425_s4/241963781/ccs,CTCR-P
m84074_240804_073425_s4/265425129/ccs,CTCR-P
m84074_240804_073425_s4/253170144/ccs,CTCR-P
m84074_240804_073425_s4/245437438/ccs,CTCR-P
m84074_240804_073425_s4/260838124/ccs,CTCR-P
m84074_240804_073425_s4/254022023/ccs,CTCR-P
m84074_240804_073425_s4/255596098/ccs,CTCR-P
m84074_240804_073425_s4/261492504/ccs,CTCR-P
m84074_240804_073425_s4/260771590/ccs,CTCR-P
m84074_240804_073425_s4/250810423/ccs,CTCR-P
m84074_240804_073425_s4/242617538/ccs,CTCR-P
m84074_240804_073425_s4/238818543/ccs,CTCR-P
m84074_240804_073425_s4/255922436/ccs,CTCR-P
m84074_240804_073425_s4/256709547/ccs,CTCR-P
m84074_240804_073425_s4/255529132/ccs,CTCR-P
m84074_240804_073425_s4/233966817/ccs,CTCR-P
m84074_240804_073425_s4/246287500/ccs,CTCR-P
m84074_240804_073425_s4/268178283/ccs,CTCR-P
m84074_240804_073425_s4/254154145/ccs,CTCR-P
m84074_240804_073425_s4/251859688/ccs,CTCR-P
m84074_240804_073425_s4/210900612/ccs,CTCR-P
m84074_240804_073425_s4/239079353/ccs,CTCR-P
m84074_240804_073425_s4/249892505/ccs,CTCR-P
m84074_240804_073425_s4/246616675/ccs,CTCR-P
m84074_240804_073425_s4/251467350/ccs,CTCR-P
m84074_240804_073425_s4/220926466/ccs,CTCR-P
m84074_240804_073425_s4/246027352/ccs,CTCR-P
m84074_240804_073425_s4/248647079/ccs,CTCR-P
m84074_240804_073425_s4/248583371/ccs,CTCR-P
m84074_240804_073425_s4/245831017/ccs,CTCR-P
m84074_240804_073425_s4/217124556/ccs,CTCR-P
m84074_240804_073425_s4/259921045/ccs,CTCR-P
m84074_240804_073425_s4/228070929/ccs,CTCR-P
m84074_240804_073425_s4/234688184/ccs,CTCR-P
m84074_240804_073425_s4/262542309/ccs,CTCR-P
m84074_240804_073425_s4/250877528/ccs,CTCR-P
m84074_240804_073425_s4/263328940/ccs,CTCR-P
m84074_240804_073425_s4/220467462/ccs,CTCR-P
m84074_240804_073425_s4/246813929/ccs,CTCR-P
m84074_240804_073425_s4/220991960/ccs,CTCR-P
m84074_240804_073425_s4/250156111/ccs,CTCR-P
m84074_240804_073425_s4/241307884/ccs,CTCR-P
m84074_240804_073425_s4/242945122/ccs,CTCR-P
m84074_240804_073425_s4/252514264/ccs,CTCR-P
m84074_240804_073425_s4/228398525/ccs,CTCR-P
m84074_240804_073425_s4/248648297/ccs,CTCR-P
m84074_240804_073425_s4/265883746/ccs,CTCR-P
m84074_240804_073425_s4/241898392/ccs,CTCR-P
m84074_240804_073425_s4/234229021/ccs,CTCR-P
m84074_240804_073425_s4/243798382/ccs,CTCR-P
m84074_240804_073425_s4/254415741/ccs,CTCR-P
m84074_240804_073425_s4/266997882/ccs,CTCR-P
m84074_240804_073425_s4/234688406/ccs,CTCR-P
m84074_240804_073425_s4/239930603/ccs,CTCR-P
m84074_240804_073425_s4/238687021/ccs,CTCR-P
m84074_240804_073425_s4/217126372/ccs,CTCR-P
m84074_240804_073425_s4/255200814/ccs,CTCR-P
m84074_240804_073425_s4/216928919/ccs,CTCR-P
m84074_240804_073425_s4/246224275/ccs,CTCR-P
m84074_240804_073425_s4/220927727/ccs,CTCR-P
m84074_240804_073425_s4/266277273/ccs,CTCR-P
m84074_240804_073425_s4/258346559/ccs,CTCR-P
m84074_240804_073425_s4/221187488/ccs,CTCR-P
m84074_240804_073425_s4/234360872/ccs,CTCR-P
m84074_240804_073425_s4/257429401/ccs,CTCR-P
m84074_240804_073425_s4/260902735/ccs,CTCR-P
m84074_240804_073425_s4/237572441/ccs,CTCR-P
m84074_240804_073425_s4/257035753/ccs,CTCR-P
m84074_240804_073425_s4/253301379/ccs,CTCR-P
m84074_240804_073425_s4/223614637/ccs,CTCR-P
m84074_240804_073425_s4/223022719/ccs,CTCR-P
m84074_240804_073425_s4/259919195/ccs,CTCR-P
m84074_240804_073425_s4/260510542/ccs,CTCR-P
m84074_240804_073425_s4/237768886/ccs,CTCR-P
m84074_240804_073425_s4/258740670/ccs,CTCR-P
m84074_240804_073425_s4/211292820/ccs,CTCR-P
m84074_240804_073425_s4/254086949/ccs,CTCR-P
m84074_240804_073425_s4/253433134/ccs,CTCR-P
m84074_240804_073425_s4/245765198/ccs,CTCR-P
m84074_240804_073425_s4/254219169/ccs,CTCR-P
m84074_240804_073425_s4/253169981/ccs,CTCR-P
m84074_240804_073425_s4/248122784/ccs,CTCR-P
m84074_240804_073425_s4/228069930/ccs,CTCR-P
m84074_240804_073425_s4/245370087/ccs,CTCR-P
m84074_240804_073425_s4/242619946/ccs,CTCR-P
m84074_240804_073425_s4/256642258/ccs,CTCR-P
m84074_240804_073425_s4/228987329/ccs,CTCR-P
m84074_240804_073425_s4/222630136/ccs,CTCR-P
m84074_240804_073425_s4/238751508/ccs,CTCR-P
m84074_240804_073425_s4/238292160/ccs,CTCR-P
m84074_240804_073425_s4/261361293/ccs,CTCR-P
m84074_240804_073425_s4/240259057/ccs,CTCR-P
m84074_240804_073425_s4/222107201/ccs,CTCR-P
m84074_240804_073425_s4/241635828/ccs,CTCR-P
m84074_240804_073425_s4/247010756/ccs,CTCR-P
m84074_240804_073425_s4/223416934/ccs,CTCR-P
m84074_240804_073425_s4/222105978/ccs,CTCR-P
m84074_240804_073425_s4/222172280/ccs,CTCR-P
m84074_240804_073425_s4/267652550/ccs,CTCR-P
m84074_240804_073425_s4/222303133/ccs,CTCR-P
m84074_240804_073425_s4/252187144/ccs,CTCR-P
m84074_240804_073425_s4/243666470/ccs,CTCR-P
m84074_240804_073425_s4/228529881/ccs,CTCR-P
m84074_240804_073425_s4/216863623/ccs,CTCR-P
m84074_240804_073425_s4/241241650/ccs,CTCR-P
m84074_240804_073425_s4/263458266/ccs,CTCR-P
m84074_240804_073425_s4/249763666/ccs,CTCR-P
m84074_240804_073425_s4/256971516/ccs,CTCR-P
m84074_240804_073425_s4/220468973/ccs,CTCR-P
m84074_240804_073425_s4/247075978/ccs,CTCR-P
m84074_240804_073425_s4/239538410/ccs,CTCR-P
m84074_240804_073425_s4/261951184/ccs,CTCR-P
m84074_240804_073425_s4/254612919/ccs,CTCR-P
m84074_240804_073425_s4/220335558/ccs,CTCR-P
m84074_240804_073425_s4/234492237/ccs,CTCR-P
m84074_240804_073425_s4/250876925/ccs,CTCR-P
m84074_240804_073425_s4/223284750/ccs,CTCR-P
m84074_240804_073425_s4/240652102/ccs,CTCR-P
m84074_240804_073425_s4/258149398/ccs,CTCR-P
m84074_240804_073425_s4/266801580/ccs,CTCR-P
m84074_240804_073425_s4/255858368/ccs,CTCR-P
m84074_240804_073425_s4/263261842/ccs,CTCR-P
m84074_240804_073425_s4/253431061/ccs,CTCR-P
m84074_240804_073425_s4/242289829/ccs,CTCR-P
m84074_240804_073425_s4/258348204/ccs,CTCR-P
m84074_240804_073425_s4/221712647/ccs,CTCR-P
m84074_240804_073425_s4/221384997/ccs,CTCR-P
m84074_240804_073425_s4/259396651/ccs,CTCR-P
m84074_240804_073425_s4/243404136/ccs,CTCR-P
m84074_240804_073425_s4/239013864/ccs,CTCR-P
m84074_240804_073425_s4/264114277/ccs,CTCR-P
m84074_240804_073425_s4/267325686/ccs,CTCR-P
m84074_240804_073425_s4/245174515/ccs,CTCR-P
m84074_240804_073425_s4/242027921/ccs,CTCR-P
m84074_240804_073425_s4/257691194/ccs,CTCR-P
m84074_240804_073425_s4/257036489/ccs,CTCR-P
m84074_240804_073425_s4/250812098/ccs,CTCR-P
m84074_240804_073425_s4/253300249/ccs,CTCR-P
m84074_240804_073425_s4/251204719/ccs,CTCR-P
m84074_240804_073425_s4/238817522/ccs,CTCR-P
m84074_240804_073425_s4/228331969/ccs,CTCR-P
m84074_240804_073425_s4/241898829/ccs,CTCR-P
m84074_240804_073425_s4/222039139/ccs,CTCR-P
m84074_240804_073425_s4/260968604/ccs,CTCR-P
m84074_240804_073425_s4/239210370/ccs,CTCR-P
m84074_240804_073425_s4/211095026/ccs,CTCR-P
m84074_240804_073425_s4/259527895/ccs,CTCR-P
